,name,emotion
444,Ses04F_impro03_M021,neu
450,Ses04F_impro03_M022,xxx
456,Ses04F_impro03_M023,fru
462,Ses04F_impro03_M024,xxx
468,Ses04F_impro03_M025,xxx
474,Ses04F_impro03_M026,xxx
480,Ses04F_impro03_M027,neu
486,Ses04F_impro03_M028,neu
492,Ses04F_impro03_M029,neu
498,Ses04F_impro03_M030,neu
504,Ses04F_impro03_M031,neu
510,Ses04F_impro03_M032,neu
516,Ses04F_impro03_M033,neu
522,Ses04F_impro03_M034,neu
528,Ses04F_impro03_M035,neu
534,Ses04F_impro03_M036,exc
540,Ses04F_impro03_M037,exc
546,Ses04F_impro03_M038,exc
552,Ses04F_impro03_M039,exc
558,Ses04F_impro03_M040,exc
564,Ses04F_impro03_M041,exc
570,Ses04F_impro03_M042,exc
576,Ses04F_impro03_M043,exc
582,Ses04F_impro03_M044,xxx
588,Ses04F_impro03_M045,xxx
594,Ses04F_impro03_M046,xxx
600,Ses04F_impro03_M047,neu
606,Ses04F_impro03_M048,xxx
612,Ses04F_impro03_M049,xxx
618,Ses04F_impro03_M050,xxx
0,Ses04F_impro04_F000,neu
6,Ses04F_impro04_F001,fru
12,Ses04F_impro04_F002,fru
18,Ses04F_impro04_F003,fru
24,Ses04F_impro04_F004,fru
30,Ses04F_impro04_F005,ang
36,Ses04F_impro04_F006,ang
42,Ses04F_impro04_F007,fru
48,Ses04F_impro04_F008,ang
54,Ses04F_impro04_F009,fru
60,Ses04F_impro04_F010,xxx
66,Ses04F_impro04_F011,ang
72,Ses04F_impro04_F012,fru
78,Ses04F_impro04_F013,ang
84,Ses04F_impro04_F014,ang
90,Ses04F_impro04_F015,ang
96,Ses04F_impro04_F016,ang
102,Ses04F_impro04_F017,ang
108,Ses04F_impro04_F018,ang
114,Ses04F_impro04_F019,fru
120,Ses04F_impro04_F020,fru
126,Ses04F_impro04_F021,fru
132,Ses04F_impro04_F022,fru
138,Ses04F_impro04_F023,fru
144,Ses04F_impro04_F024,fru
150,Ses04F_impro04_F025,ang
156,Ses04F_impro04_F026,fru
162,Ses04F_impro04_F027,fru
168,Ses04F_impro04_F028,fru
174,Ses04F_impro04_F029,fru
180,Ses04F_impro04_F030,ang
186,Ses04F_impro04_F031,ang
192,Ses04F_impro04_F032,fru
198,Ses04F_impro04_F033,fru
204,Ses04F_impro04_M000,xxx
210,Ses04F_impro04_M001,neu
216,Ses04F_impro04_M002,neu
222,Ses04F_impro04_M003,neu
228,Ses04F_impro04_M004,neu
234,Ses04F_impro04_M005,neu
240,Ses04F_impro04_M006,neu
246,Ses04F_impro04_M007,neu
252,Ses04F_impro04_M008,neu
258,Ses04F_impro04_M009,neu
264,Ses04F_impro04_M010,fru
270,Ses04F_impro04_M011,xxx
276,Ses04F_impro04_M012,xxx
282,Ses04F_impro04_M013,neu
288,Ses04F_impro04_M014,neu
294,Ses04F_impro04_M015,neu
300,Ses04F_impro04_M016,neu
306,Ses04F_impro04_M017,neu
312,Ses04F_impro04_M018,neu
318,Ses04F_impro04_M019,neu
324,Ses04F_impro04_M020,neu
330,Ses04F_impro04_M021,neu
336,Ses04F_impro04_M022,neu
342,Ses04F_impro04_M023,neu
348,Ses04F_impro04_M024,xxx
354,Ses04F_impro04_M025,fru
360,Ses04F_impro04_M026,neu
366,Ses04F_impro04_M027,fru
372,Ses04F_impro04_M028,neu
378,Ses04F_impro04_M029,fru
384,Ses04F_impro04_M030,neu
390,Ses04F_impro04_M031,neu
396,Ses04F_impro04_M032,xxx
402,Ses04F_impro04_M033,neu
408,Ses04F_impro04_M034,xxx
0,Ses04F_impro05_F000,fru
6,Ses04F_impro05_F001,fru
12,Ses04F_impro05_F002,fru
18,Ses04F_impro05_F003,fru
24,Ses04F_impro05_F004,ang
30,Ses04F_impro05_F005,ang
36,Ses04F_impro05_F006,ang
42,Ses04F_impro05_F007,sur
48,Ses04F_impro05_F008,ang
54,Ses04F_impro05_F009,ang
60,Ses04F_impro05_F010,ang
66,Ses04F_impro05_F011,ang
72,Ses04F_impro05_F012,ang
78,Ses04F_impro05_F013,ang
84,Ses04F_impro05_F014,ang
90,Ses04F_impro05_F015,ang
96,Ses04F_impro05_F016,ang
102,Ses04F_impro05_F017,ang
108,Ses04F_impro05_F018,ang
114,Ses04F_impro05_F019,ang
120,Ses04F_impro05_M000,fru
126,Ses04F_impro05_M001,fru
132,Ses04F_impro05_M002,fru
138,Ses04F_impro05_M003,fru
144,Ses04F_impro05_M004,xxx
150,Ses04F_impro05_M005,fru
156,Ses04F_impro05_M006,fru
162,Ses04F_impro05_M007,fru
168,Ses04F_impro05_M008,fru
174,Ses04F_impro05_M009,fru
180,Ses04F_impro05_M010,fru
186,Ses04F_impro05_M011,fru
192,Ses04F_impro05_M012,fru
198,Ses04F_impro05_M013,fru
204,Ses04F_impro05_M014,fru
210,Ses04F_impro05_M015,fru
216,Ses04F_impro05_M016,fru
222,Ses04F_impro05_M017,fru
228,Ses04F_impro05_M018,fru
234,Ses04F_impro05_M019,fru
240,Ses04F_impro05_M020,fru
246,Ses04F_impro05_M021,fru
252,Ses04F_impro05_M022,fru
258,Ses04F_impro05_M023,fru
264,Ses04F_impro05_M024,fru
0,Ses04F_impro06_F000,sad
6,Ses04F_impro06_F001,sad
12,Ses04F_impro06_F002,sad
18,Ses04F_impro06_F003,sad
24,Ses04F_impro06_F004,sad
30,Ses04F_impro06_F005,sad
36,Ses04F_impro06_F006,sad
42,Ses04F_impro06_F007,sad
48,Ses04F_impro06_F008,hap
54,Ses04F_impro06_F009,hap
60,Ses04F_impro06_F010,sad
66,Ses04F_impro06_M000,sad
72,Ses04F_impro06_M001,sad
78,Ses04F_impro06_M002,sad
84,Ses04F_impro06_M003,sad
90,Ses04F_impro06_M004,neu
96,Ses04F_impro06_M005,sad
102,Ses04F_impro06_M006,neu
108,Ses04F_impro06_M007,neu
114,Ses04F_impro06_M008,sad
120,Ses04F_impro06_M009,sad
126,Ses04F_impro06_M010,sad
132,Ses04F_impro06_M011,sad
138,Ses04F_impro06_M012,neu
144,Ses04F_impro06_M013,sad
150,Ses04F_impro06_M014,sad
0,Ses04F_impro07_F000,exc
6,Ses04F_impro07_F001,exc
12,Ses04F_impro07_F002,exc
18,Ses04F_impro07_F003,exc
24,Ses04F_impro07_F004,exc
30,Ses04F_impro07_F005,exc
36,Ses04F_impro07_F006,exc
42,Ses04F_impro07_F007,exc
48,Ses04F_impro07_F008,exc
54,Ses04F_impro07_F009,exc
60,Ses04F_impro07_F010,exc
66,Ses04F_impro07_F011,exc
72,Ses04F_impro07_F012,exc
78,Ses04F_impro07_F013,exc
84,Ses04F_impro07_F014,exc
90,Ses04F_impro07_F015,exc
96,Ses04F_impro07_F016,exc
102,Ses04F_impro07_F017,exc
108,Ses04F_impro07_F018,exc
114,Ses04F_impro07_F019,xxx
120,Ses04F_impro07_F020,xxx
126,Ses04F_impro07_F021,exc
132,Ses04F_impro07_F022,exc
138,Ses04F_impro07_F023,xxx
144,Ses04F_impro07_F024,exc
150,Ses04F_impro07_F025,xxx
156,Ses04F_impro07_F026,xxx
162,Ses04F_impro07_F027,exc
168,Ses04F_impro07_F028,exc
174,Ses04F_impro07_F029,exc
180,Ses04F_impro07_F030,exc
186,Ses04F_impro07_F031,exc
192,Ses04F_impro07_F032,exc
198,Ses04F_impro07_F033,exc
204,Ses04F_impro07_F034,xxx
210,Ses04F_impro07_F035,exc
216,Ses04F_impro07_F036,exc
222,Ses04F_impro07_F037,xxx
228,Ses04F_impro07_F038,exc
234,Ses04F_impro07_F039,exc
240,Ses04F_impro07_F040,exc
246,Ses04F_impro07_F041,exc
252,Ses04F_impro07_F042,exc
258,Ses04F_impro07_F043,xxx
264,Ses04F_impro07_F044,exc
270,Ses04F_impro07_F045,xxx
276,Ses04F_impro07_F046,xxx
282,Ses04F_impro07_F047,exc
288,Ses04F_impro07_F048,exc
294,Ses04F_impro07_F049,exc
300,Ses04F_impro07_F050,exc
306,Ses04F_impro07_F051,exc
312,Ses04F_impro07_F052,exc
318,Ses04F_impro07_F053,xxx
324,Ses04F_impro07_F054,xxx
330,Ses04F_impro07_F055,xxx
336,Ses04F_impro07_F056,xxx
342,Ses04F_impro07_F057,xxx
348,Ses04F_impro07_F058,exc
354,Ses04F_impro07_F059,exc
360,Ses04F_impro07_F060,exc
366,Ses04F_impro07_F061,exc
372,Ses04F_impro07_F062,exc
378,Ses04F_impro07_F063,exc
384,Ses04F_impro07_F064,exc
390,Ses04F_impro07_F065,exc
396,Ses04F_impro07_F066,exc
402,Ses04F_impro07_F067,xxx
408,Ses04F_impro07_F068,xxx
414,Ses04F_impro07_F069,xxx
420,Ses04F_impro07_F070,exc
426,Ses04F_impro07_F071,xxx
432,Ses04F_impro07_F072,xxx
438,Ses04F_impro07_F073,xxx
444,Ses04F_impro07_F074,exc
450,Ses04F_impro07_F075,xxx
456,Ses04F_impro07_F076,xxx
462,Ses04F_impro07_F077,xxx
468,Ses04F_impro07_F078,exc
474,Ses04F_impro07_F079,exc
480,Ses04F_impro07_M000,neu
486,Ses04F_impro07_M001,exc
492,Ses04F_impro07_M002,sur
498,Ses04F_impro07_M003,sur
504,Ses04F_impro07_M004,xxx
510,Ses04F_impro07_M005,exc
516,Ses04F_impro07_M006,exc
522,Ses04F_impro07_M007,xxx
528,Ses04F_impro07_M008,xxx
534,Ses04F_impro07_M009,neu
540,Ses04F_impro07_M010,xxx
546,Ses04F_impro07_M011,xxx
552,Ses04F_impro07_M012,xxx
558,Ses04F_impro07_M013,neu
564,Ses04F_impro07_M014,xxx
570,Ses04F_impro07_M015,xxx
576,Ses04F_impro07_M016,neu
582,Ses04F_impro07_M017,neu
588,Ses04F_impro07_M018,neu
594,Ses04F_impro07_M019,neu
600,Ses04F_impro07_M020,neu
606,Ses04F_impro07_M021,neu
612,Ses04F_impro07_M022,neu
618,Ses04F_impro07_M023,neu
624,Ses04F_impro07_M024,xxx
630,Ses04F_impro07_M025,xxx
636,Ses04F_impro07_M026,neu
642,Ses04F_impro07_M027,xxx
648,Ses04F_impro07_M028,exc
654,Ses04F_impro07_M029,xxx
660,Ses04F_impro07_M030,xxx
666,Ses04F_impro07_M031,neu
672,Ses04F_impro07_M032,neu
678,Ses04F_impro07_M033,neu
684,Ses04F_impro07_M034,exc
690,Ses04F_impro07_M035,neu
696,Ses04F_impro07_M036,exc
702,Ses04F_impro07_M037,exc
708,Ses04F_impro07_M038,exc
714,Ses04F_impro07_M039,exc
720,Ses04F_impro07_M040,exc
726,Ses04F_impro07_M041,exc
732,Ses04F_impro07_M042,exc
738,Ses04F_impro07_M043,exc
744,Ses04F_impro07_M044,neu
750,Ses04F_impro07_M045,exc
756,Ses04F_impro07_M046,exc
762,Ses04F_impro07_M047,xxx
768,Ses04F_impro07_M048,xxx
774,Ses04F_impro07_M049,exc
780,Ses04F_impro07_M050,exc
786,Ses04F_impro07_M051,neu
792,Ses04F_impro07_M052,xxx
798,Ses04F_impro07_M053,xxx
804,Ses04F_impro07_M054,xxx
810,Ses04F_impro07_M055,xxx
816,Ses04F_impro07_M056,xxx
822,Ses04F_impro07_M057,neu
828,Ses04F_impro07_M058,neu
834,Ses04F_impro07_M059,neu
840,Ses04F_impro07_M060,neu
846,Ses04F_impro07_M061,neu
852,Ses04F_impro07_M062,neu
858,Ses04F_impro07_M063,neu
864,Ses04F_impro07_M064,neu
870,Ses04F_impro07_M065,xxx
876,Ses04F_impro07_M066,neu
882,Ses04F_impro07_M067,neu
888,Ses04F_impro07_M068,xxx
894,Ses04F_impro07_M069,xxx
900,Ses04F_impro07_M070,exc
906,Ses04F_impro07_M071,neu
912,Ses04F_impro07_M072,neu
918,Ses04F_impro07_M073,neu
924,Ses04F_impro07_M074,xxx
930,Ses04F_impro07_M075,xxx
936,Ses04F_impro07_M076,neu
942,Ses04F_impro07_M077,neu
948,Ses04F_impro07_M078,xxx
954,Ses04F_impro07_M079,neu
960,Ses04F_impro07_M080,neu
966,Ses04F_impro07_M081,xxx
972,Ses04F_impro07_M082,neu
978,Ses04F_impro07_M083,xxx
984,Ses04F_impro07_M084,xxx
990,Ses04F_impro07_M085,xxx
996,Ses04F_impro07_M086,xxx
0,Ses04F_impro08_F000,hap
6,Ses04F_impro08_F001,neu
12,Ses04F_impro08_F002,neu
18,Ses04F_impro08_F003,fru
24,Ses04F_impro08_F004,neu
30,Ses04F_impro08_F005,neu
36,Ses04F_impro08_F006,neu
42,Ses04F_impro08_F007,fru
48,Ses04F_impro08_F008,neu
54,Ses04F_impro08_F009,neu
60,Ses04F_impro08_F010,fru
66,Ses04F_impro08_F011,xxx
72,Ses04F_impro08_F012,fru
78,Ses04F_impro08_F013,fru
84,Ses04F_impro08_F014,fru
90,Ses04F_impro08_F015,fru
96,Ses04F_impro08_F016,xxx
102,Ses04F_impro08_F017,fru
108,Ses04F_impro08_F018,fru
114,Ses04F_impro08_F019,fru
120,Ses04F_impro08_F020,fru
126,Ses04F_impro08_F021,xxx
132,Ses04F_impro08_F022,xxx
138,Ses04F_impro08_F023,ang
144,Ses04F_impro08_F024,fru
150,Ses04F_impro08_F025,fru
156,Ses04F_impro08_M000,fru
162,Ses04F_impro08_M001,neu
168,Ses04F_impro08_M002,fru
174,Ses04F_impro08_M003,fru
180,Ses04F_impro08_M004,xxx
186,Ses04F_impro08_M005,fru
192,Ses04F_impro08_M006,xxx
198,Ses04F_impro08_M007,fru
204,Ses04F_impro08_M008,fru
210,Ses04F_impro08_M009,xxx
216,Ses04F_impro08_M010,xxx
222,Ses04F_impro08_M011,xxx
228,Ses04F_impro08_M012,neu
234,Ses04F_impro08_M013,ang
240,Ses04F_impro08_M014,ang
246,Ses04F_impro08_M015,ang
252,Ses04F_impro08_M016,ang
258,Ses04F_impro08_M017,ang
264,Ses04F_impro08_M018,ang
270,Ses04F_impro08_M019,ang
276,Ses04F_impro08_M020,fru
282,Ses04F_impro08_M021,xxx
288,Ses04F_impro08_M022,ang
294,Ses04F_impro08_M023,ang
300,Ses04F_impro08_M024,ang
306,Ses04F_impro08_M025,fru
312,Ses04F_impro08_M026,fru
318,Ses04F_impro08_M027,fru
324,Ses04F_impro08_M028,fru
330,Ses04F_impro08_M029,fru
336,Ses04F_impro08_M030,fru
342,Ses04F_impro08_M031,xxx
0,Ses04F_script01_1_F000,xxx
6,Ses04F_script01_1_F001,sur
12,Ses04F_script01_1_F002,xxx
18,Ses04F_script01_1_F003,xxx
24,Ses04F_script01_1_F004,sad
30,Ses04F_script01_1_F005,xxx
36,Ses04F_script01_1_F006,fru
42,Ses04F_script01_1_F007,xxx
48,Ses04F_script01_1_F008,xxx
54,Ses04F_script01_1_F009,sur
60,Ses04F_script01_1_F010,xxx
66,Ses04F_script01_1_F011,ang
72,Ses04F_script01_1_F012,ang
78,Ses04F_script01_1_F013,ang
84,Ses04F_script01_1_F014,ang
90,Ses04F_script01_1_F015,ang
96,Ses04F_script01_1_F016,xxx
102,Ses04F_script01_1_F017,xxx
108,Ses04F_script01_1_F018,neu
114,Ses04F_script01_1_F019,ang
120,Ses04F_script01_1_F020,xxx
126,Ses04F_script01_1_F021,fru
132,Ses04F_script01_1_F022,ang
138,Ses04F_script01_1_F023,ang
144,Ses04F_script01_1_F024,ang
150,Ses04F_script01_1_F025,neu
156,Ses04F_script01_1_F026,xxx
162,Ses04F_script01_1_F027,fru
168,Ses04F_script01_1_F028,fru
174,Ses04F_script01_1_F029,ang
180,Ses04F_script01_1_F030,ang
186,Ses04F_script01_1_F031,fru
192,Ses04F_script01_1_F032,ang
198,Ses04F_script01_1_F033,xxx
204,Ses04F_script01_1_F034,xxx
210,Ses04F_script01_1_F035,ang
216,Ses04F_script01_1_F036,ang
222,Ses04F_script01_1_F037,ang
228,Ses04F_script01_1_F038,fru
234,Ses04F_script01_1_F039,xxx
240,Ses04F_script01_1_F040,ang
246,Ses04F_script01_1_F041,ang
252,Ses04F_script01_1_F042,ang
258,Ses04F_script01_1_F043,xxx
264,Ses04F_script01_1_F044,ang
270,Ses04F_script01_1_M000,neu
276,Ses04F_script01_1_M001,xxx
282,Ses04F_script01_1_M002,xxx
288,Ses04F_script01_1_M003,xxx
294,Ses04F_script01_1_M004,sad
300,Ses04F_script01_1_M005,sad
306,Ses04F_script01_1_M006,xxx
312,Ses04F_script01_1_M007,fru
318,Ses04F_script01_1_M008,fru
324,Ses04F_script01_1_M009,ang
330,Ses04F_script01_1_M010,ang
336,Ses04F_script01_1_M011,xxx
342,Ses04F_script01_1_M012,ang
348,Ses04F_script01_1_M013,ang
354,Ses04F_script01_1_M014,fru
360,Ses04F_script01_1_M015,fru
366,Ses04F_script01_1_M016,neu
372,Ses04F_script01_1_M017,neu
378,Ses04F_script01_1_M018,fru
384,Ses04F_script01_1_M019,fru
390,Ses04F_script01_1_M020,ang
396,Ses04F_script01_1_M021,ang
402,Ses04F_script01_1_M022,ang
408,Ses04F_script01_1_M023,fru
414,Ses04F_script01_1_M024,fru
420,Ses04F_script01_1_M025,ang
426,Ses04F_script01_1_M026,sad
432,Ses04F_script01_1_M027,fru
438,Ses04F_script01_1_M028,ang
444,Ses04F_script01_1_M029,ang
450,Ses04F_script01_1_M030,ang
456,Ses04F_script01_1_M031,xxx
462,Ses04F_script01_1_M032,sad
468,Ses04F_script01_1_M033,xxx
474,Ses04F_script01_1_M034,ang
480,Ses04F_script01_1_M035,fru
486,Ses04F_script01_1_M036,xxx
492,Ses04F_script01_1_M037,xxx
498,Ses04F_script01_1_M038,ang
504,Ses04F_script01_1_M039,fru
510,Ses04F_script01_1_M040,fru
516,Ses04F_script01_1_M041,xxx
522,Ses04F_script01_1_M042,fru
528,Ses04F_script01_1_M043,fru
534,Ses04F_script01_1_M044,xxx
540,Ses04F_script01_1_M045,xxx
0,Ses04F_script01_2_F000,ang
6,Ses04F_script01_2_F001,ang
12,Ses04F_script01_2_F002,fru
18,Ses04F_script01_2_F003,xxx
24,Ses04F_script01_2_F004,xxx
30,Ses04F_script01_2_F005,ang
36,Ses04F_script01_2_F006,ang
42,Ses04F_script01_2_F007,ang
48,Ses04F_script01_2_F008,ang
54,Ses04F_script01_2_F009,ang
60,Ses04F_script01_2_F010,ang
66,Ses04F_script01_2_F011,fru
72,Ses04F_script01_2_F012,fru
78,Ses04F_script01_2_F013,xxx
84,Ses04F_script01_2_F014,fru
90,Ses04F_script01_2_F015,xxx
96,Ses04F_script01_2_F016,ang
102,Ses04F_script01_2_F017,fru
108,Ses04F_script01_2_F018,fru
114,Ses04F_script01_2_F019,fru
120,Ses04F_script01_2_F020,fru
126,Ses04F_script01_2_F021,fru
132,Ses04F_script01_2_M000,neu
138,Ses04F_script01_2_M001,neu
144,Ses04F_script01_2_M002,xxx
150,Ses04F_script01_2_M003,xxx
156,Ses04F_script01_2_M004,neu
162,Ses04F_script01_2_M005,xxx
168,Ses04F_script01_2_M006,fru
174,Ses04F_script01_2_M007,neu
180,Ses04F_script01_2_M008,neu
186,Ses04F_script01_2_M009,fru
192,Ses04F_script01_2_M010,fru
198,Ses04F_script01_2_M011,fru
204,Ses04F_script01_2_M012,fru
210,Ses04F_script01_2_M013,fru
216,Ses04F_script01_2_M014,fru
222,Ses04F_script01_2_M015,fru
228,Ses04F_script01_2_M016,fru
234,Ses04F_script01_2_M017,ang
240,Ses04F_script01_2_M018,fru
0,Ses04F_script01_3_F000,xxx
6,Ses04F_script01_3_F001,xxx
12,Ses04F_script01_3_F002,xxx
18,Ses04F_script01_3_F003,xxx
24,Ses04F_script01_3_F004,xxx
30,Ses04F_script01_3_F005,xxx
36,Ses04F_script01_3_F006,xxx
42,Ses04F_script01_3_F007,xxx
48,Ses04F_script01_3_F008,xxx
54,Ses04F_script01_3_F009,hap
60,Ses04F_script01_3_F010,hap
66,Ses04F_script01_3_F011,xxx
72,Ses04F_script01_3_F012,hap
78,Ses04F_script01_3_F013,hap
84,Ses04F_script01_3_F014,hap
90,Ses04F_script01_3_F015,hap
96,Ses04F_script01_3_F016,xxx
102,Ses04F_script01_3_F017,xxx
108,Ses04F_script01_3_F018,xxx
114,Ses04F_script01_3_F019,xxx
120,Ses04F_script01_3_F020,xxx
126,Ses04F_script01_3_F021,xxx
132,Ses04F_script01_3_F022,xxx
138,Ses04F_script01_3_F023,neu
144,Ses04F_script01_3_F024,sad
150,Ses04F_script01_3_F025,xxx
156,Ses04F_script01_3_F026,xxx
162,Ses04F_script01_3_F027,xxx
168,Ses04F_script01_3_F028,xxx
174,Ses04F_script01_3_F029,xxx
180,Ses04F_script01_3_F030,hap
186,Ses04F_script01_3_M000,xxx
192,Ses04F_script01_3_M001,xxx
198,Ses04F_script01_3_M002,xxx
204,Ses04F_script01_3_M003,xxx
210,Ses04F_script01_3_M004,ang
216,Ses04F_script01_3_M005,xxx
222,Ses04F_script01_3_M006,xxx
228,Ses04F_script01_3_M007,xxx
234,Ses04F_script01_3_M008,neu
240,Ses04F_script01_3_M009,hap
246,Ses04F_script01_3_M010,hap
252,Ses04F_script01_3_M011,hap
258,Ses04F_script01_3_M012,xxx
264,Ses04F_script01_3_M013,xxx
270,Ses04F_script01_3_M014,neu
276,Ses04F_script01_3_M015,xxx
282,Ses04F_script01_3_M016,xxx
288,Ses04F_script01_3_M017,xxx
294,Ses04F_script01_3_M018,hap
300,Ses04F_script01_3_M019,hap
306,Ses04F_script01_3_M020,hap
312,Ses04F_script01_3_M021,xxx
318,Ses04F_script01_3_M022,xxx
324,Ses04F_script01_3_M023,sad
330,Ses04F_script01_3_M024,sad
336,Ses04F_script01_3_M025,fru
342,Ses04F_script01_3_M026,sad
348,Ses04F_script01_3_M027,sad
354,Ses04F_script01_3_M028,sad
360,Ses04F_script01_3_M029,sad
366,Ses04F_script01_3_M030,sad
372,Ses04F_script01_3_M031,sad
378,Ses04F_script01_3_M032,sad
384,Ses04F_script01_3_M033,sad
390,Ses04F_script01_3_M034,sad
396,Ses04F_script01_3_M035,sad
402,Ses04F_script01_3_M036,sad
408,Ses04F_script01_3_M037,xxx
414,Ses04F_script01_3_M038,xxx
420,Ses04F_script01_3_M039,sad
426,Ses04F_script01_3_M040,sad
432,Ses04F_script01_3_M041,sad
438,Ses04F_script01_3_M042,xxx
444,Ses04F_script01_3_M043,sad
450,Ses04F_script01_3_M044,sad
456,Ses04F_script01_3_M045,sad
462,Ses04F_script01_3_M046,xxx
468,Ses04F_script01_3_M047,hap
0,Ses04F_script02_1_F000,neu
6,Ses04F_script02_1_F001,xxx
12,Ses04F_script02_1_F002,fru
18,Ses04F_script02_1_F003,xxx
24,Ses04F_script02_1_F004,xxx
30,Ses04F_script02_1_F005,xxx
36,Ses04F_script02_1_F006,xxx
42,Ses04F_script02_1_F007,ang
48,Ses04F_script02_1_F008,ang
54,Ses04F_script02_1_F009,fru
60,Ses04F_script02_1_F010,fru
66,Ses04F_script02_1_F011,fru
72,Ses04F_script02_1_F012,ang
78,Ses04F_script02_1_F013,ang
84,Ses04F_script02_1_F014,ang
90,Ses04F_script02_1_F015,fru
96,Ses04F_script02_1_F016,ang
102,Ses04F_script02_1_F017,ang
108,Ses04F_script02_1_F018,xxx
114,Ses04F_script02_1_F019,ang
120,Ses04F_script02_1_F020,fru
126,Ses04F_script02_1_F021,ang
132,Ses04F_script02_1_F022,ang
138,Ses04F_script02_1_M000,hap
144,Ses04F_script02_1_M001,xxx
150,Ses04F_script02_1_M002,exc
156,Ses04F_script02_1_M003,xxx
162,Ses04F_script02_1_M004,fru
168,Ses04F_script02_1_M005,fru
174,Ses04F_script02_1_M006,sur
180,Ses04F_script02_1_M007,fru
186,Ses04F_script02_1_M008,fru
192,Ses04F_script02_1_M009,exc
198,Ses04F_script02_1_M010,neu
204,Ses04F_script02_1_M011,hap
210,Ses04F_script02_1_M012,xxx
216,Ses04F_script02_1_M013,xxx
222,Ses04F_script02_1_M014,xxx
228,Ses04F_script02_1_M015,fru
234,Ses04F_script02_1_M016,fru
240,Ses04F_script02_1_M017,neu
246,Ses04F_script02_1_M018,fru
252,Ses04F_script02_1_M019,xxx
258,Ses04F_script02_1_M020,fru
264,Ses04F_script02_1_M021,exc
270,Ses04F_script02_1_M022,fru
276,Ses04F_script02_1_M023,exc
282,Ses04F_script02_1_M024,fru
288,Ses04F_script02_1_M025,fru
294,Ses04F_script02_1_M026,exc
300,Ses04F_script02_1_M027,fru
306,Ses04F_script02_1_M028,sur
312,Ses04F_script02_1_M029,fru
318,Ses04F_script02_1_M030,fru
324,Ses04F_script02_1_M031,ang
330,Ses04F_script02_1_M032,exc
336,Ses04F_script02_1_M033,exc
342,Ses04F_script02_1_M034,exc
348,Ses04F_script02_1_M035,exc
354,Ses04F_script02_1_M036,exc
360,Ses04F_script02_1_M037,exc
366,Ses04F_script02_1_M038,exc
372,Ses04F_script02_1_M039,exc
378,Ses04F_script02_1_M040,exc
384,Ses04F_script02_1_M041,xxx
390,Ses04F_script02_1_M042,xxx
0,Ses04F_script02_2_F000,xxx
6,Ses04F_script02_2_F001,xxx
12,Ses04F_script02_2_F002,ang
18,Ses04F_script02_2_F003,xxx
24,Ses04F_script02_2_F004,xxx
30,Ses04F_script02_2_F005,ang
36,Ses04F_script02_2_F006,ang
42,Ses04F_script02_2_F007,ang
48,Ses04F_script02_2_F008,neu
54,Ses04F_script02_2_F009,ang
60,Ses04F_script02_2_F010,ang
66,Ses04F_script02_2_F011,ang
72,Ses04F_script02_2_F012,xxx
78,Ses04F_script02_2_F013,xxx
84,Ses04F_script02_2_F014,ang
90,Ses04F_script02_2_F015,fru
96,Ses04F_script02_2_F016,fru
102,Ses04F_script02_2_F017,xxx
108,Ses04F_script02_2_F018,xxx
114,Ses04F_script02_2_F019,sad
120,Ses04F_script02_2_F020,sad
126,Ses04F_script02_2_F021,sad
132,Ses04F_script02_2_F022,sad
138,Ses04F_script02_2_F023,sad
144,Ses04F_script02_2_F024,sad
150,Ses04F_script02_2_F025,neu
156,Ses04F_script02_2_F026,sad
162,Ses04F_script02_2_F027,fru
168,Ses04F_script02_2_F028,fru
174,Ses04F_script02_2_F029,fru
180,Ses04F_script02_2_F030,fru
186,Ses04F_script02_2_F031,ang
192,Ses04F_script02_2_F032,xxx
198,Ses04F_script02_2_F033,ang
204,Ses04F_script02_2_F034,ang
210,Ses04F_script02_2_F035,xxx
216,Ses04F_script02_2_F036,xxx
222,Ses04F_script02_2_F037,sad
228,Ses04F_script02_2_F038,fru
234,Ses04F_script02_2_F039,fru
240,Ses04F_script02_2_F040,fru
246,Ses04F_script02_2_F041,sad
252,Ses04F_script02_2_F042,xxx
258,Ses04F_script02_2_F043,hap
264,Ses04F_script02_2_F044,hap
270,Ses04F_script02_2_F045,hap
276,Ses04F_script02_2_F046,hap
282,Ses04F_script02_2_F047,xxx
288,Ses04F_script02_2_M000,neu
294,Ses04F_script02_2_M001,xxx
300,Ses04F_script02_2_M002,xxx
306,Ses04F_script02_2_M003,xxx
312,Ses04F_script02_2_M004,xxx
318,Ses04F_script02_2_M005,xxx
324,Ses04F_script02_2_M006,fru
330,Ses04F_script02_2_M007,fru
336,Ses04F_script02_2_M008,fru
342,Ses04F_script02_2_M009,xxx
348,Ses04F_script02_2_M010,fru
354,Ses04F_script02_2_M011,fru
360,Ses04F_script02_2_M012,fru
366,Ses04F_script02_2_M013,fru
372,Ses04F_script02_2_M014,fru
378,Ses04F_script02_2_M015,fru
384,Ses04F_script02_2_M016,fru
390,Ses04F_script02_2_M017,xxx
396,Ses04F_script02_2_M018,xxx
402,Ses04F_script02_2_M019,neu
408,Ses04F_script02_2_M020,neu
414,Ses04F_script02_2_M021,exc
420,Ses04F_script02_2_M022,xxx
426,Ses04F_script02_2_M023,neu
432,Ses04F_script02_2_M024,xxx
438,Ses04F_script02_2_M025,fru
444,Ses04F_script02_2_M026,fru
